product_id,rcmd_product_id,score
161516942,85066077,0.45391070893463764
161516942,127267535,0.40269258001168673
161516942,163714636,0.37592952777924654
161516942,163604007,0.37292634476342035
161516942,157414462,0.36815845984515005
161516942,161514376,0.3632114451743135
161516942,145092433,0.362682451133723
161516942,145113117,0.362682451133723
122699609,73776519,0.2567779037635695
122699609,73776391,0.2550584185810969
122699609,161225825,0.23882515135565538
122699609,73776290,0.23718557640407004
122699609,73776249,0.2341478999682566
122699609,162006103,0.2329406931330202
122699609,161997749,0.2329406931330202
122699609,104098492,0.2296685095800555
76833701,71174837,0.3537934365021871
76833701,121334945,0.3134731878367068
76833701,144333651,0.2726982845886738
76833701,87094238,0.21283636097449976
76833701,57287349,0.19367805026443197
76833701,23442433,0.15923790052158862
76833701,162588731,0.14318831895207446
76833701,11225097,0.14240888747911606
299431,56859344,0.6649231672095153
299431,146644002,0.5437504169013488
299431,161455836,0.4984799825501184
299431,26029929,0.4915582885480264
299431,637038,0.48429457970276113
299431,16766952,0.41546981207426603
299431,162090288,0.3863771863346375
299431,356188,0.3666680377292083
118061179,118027370,0.9962980599440879
118061179,118071864,0.9331129394869653
118061179,118080091,0.4438306912824157
118061179,162006103,0.35059041543707276
118061179,161997749,0.35059041543707276
118061179,75828544,0.30882883948646334
118061179,104098492,0.3042003358666832
118061179,163000315,0.304167793040274
134581992,73124602,0.8821295524722892
134581992,2153235,0.6582617329388468
134581992,11488920,0.6317470249633806
134581992,99868980,0.5765751840776253
134581992,108555332,0.5579721450535841
134581992,66621525,0.5407120297585291
134581992,56880195,0.5405183783682774
134581992,99621372,0.5348310243576224
125753291,108889353,0.9767854151173558
125753291,146364791,0.8020159951903548
125753291,108888574,0.5585029440690773
125753291,72882726,0.5287847474180482
125753291,146365404,0.5107122083046817
125753291,125753416,0.4505215136997326
125753291,34942696,0.4253104222673126
125753291,105633275,0.4177275165633296
154982305,155005720,0.6664293911441684
154982305,13917690,0.6614778633622116
154982305,137847856,0.6096669613103001
154982305,4992335,0.601069394347873
154982305,1662113,0.594439838043466
154982305,155007990,0.5869002187719681
154982305,14471583,0.5783810441955177
154982305,43163776,0.5463957941733256
163581535,130452631,0.3689341609428882
163581535,115327627,0.35275439058566366
163581535,141556772,0.3487458162190628
163581535,162500751,0.33888172330914706
163581535,148000166,0.3358007470167893
163581535,152565767,0.3350658554383395
163581535,148549531,0.33370140425454364
163581535,162430166,0.3335504871473253
73776544,73776519,0.9127962088539011
73776544,73776290,0.8113346882093814
73776544,73776249,0.8009437854348669
73776544,96403808,0.7592851522149083
73776544,73776391,0.7378761542978884
73776544,163546634,0.4356766566309936
73776544,161997749,0.3418610912547777
73776544,162006103,0.3418610912547777
71291990,52945747,0.6016177594894975
71291990,72793524,0.5784425901805291
71291990,72880512,0.5301912254299579
71291990,120782190,0.5140827922775182
71291990,72796676,0.4638563391029054
71291990,145764264,0.4141965724948855
71291990,54616399,0.39916962523672067
71291990,56458881,0.34616592638773624
161915843,161527856,0.9711442955793735
161915843,161909842,0.6336695674854902
161915843,104518763,0.4170601045990797
161915843,161248369,0.35662188241873627
161915843,162181969,0.30450080386433664
161915843,163582510,0.3032304724649837
161915843,163564504,0.29868506431045594
161915843,161411534,0.2886663862401438
70083074,98874530,0.30223561852758807
70083074,68745114,0.2876538560464531
70083074,162865605,0.2459433125752526
70083074,160394174,0.2384799376202196
70083074,7338015,0.23145009917082832
70083074,161509371,0.2291773978143012
70083074,161458913,0.22168671758085307
70083074,145971794,0.19250214447594874
36026988,25186748,0.9580617111903016
36026988,20447614,0.49612425596287396
36026988,98874530,0.4560210367054672
36026988,161232409,0.405850395000842
36026988,90852510,0.38136560221844756
36026988,163569912,0.3675309954477759
36026988,20575692,0.3659554232486612
36026988,50341158,0.36132471546673395
75614459,112760341,0.923433598244293
75614459,161409134,0.26168216380913395
75614459,106859660,0.26041201078131887
75614459,530774,0.25954350279335514
75614459,122692850,0.21804794837032165
75614459,161394305,0.2082855472119847
75614459,160265426,0.20723873974806964
75614459,122700651,0.20024151727888384
166453235,127126083,0.4158414716643665
166453235,3310797,0.3329762600452379
166453235,3310809,0.3258880447580305
166453235,137847856,0.32091435569947496
166453235,144639574,0.30632113087375584
166453235,144639219,0.3061788599961128
166453235,144639941,0.30275481037802854
166453235,155007990,0.30153638534793636
89133737,103665110,0.934897146676846
89133737,109955439,0.930490832249416
89133737,81926706,0.9248999501343859
89133737,108945995,0.9217115243725577
89133737,126973509,0.906148409066738
89133737,126962714,0.9051681255407625
89133737,160745016,0.883138717357514
89133737,67709566,0.4840372601493704
136825956,136825944,0.998328437078186
136825956,161409075,0.6427097741488391
136825956,131170630,0.6342194137239194
136825956,130743442,0.6268470097741621
136825956,139440698,0.618336923577112
136825956,161409083,0.6138340852597498
136825956,85384589,0.613689965501503
136825956,163135114,0.5932426170168095
93271871,73798564,0.4761579917606634
93271871,74163566,0.4710363024956293
93271871,90572970,0.4608957281142681
93271871,53227387,0.45488768196293494
93271871,4805107,0.4336946727687956
93271871,4794489,0.42403768212089893
93271871,36723603,0.42335548544936813
93271871,4794517,0.4183691148554126
162530574,31234266,0.3800479444016504
162530574,161465977,0.35341930742390854
162530574,7261903,0.3505489012105769
162530574,105326698,0.3286773719548413
162530574,115522821,0.2950938226248577
162530574,161465620,0.29246029211121527
162530574,116419766,0.27739647098570847
162530574,161397316,0.2736681086602576
161388967,162979447,0.44070642116895353
161388967,117147635,0.3716597300747688
161388967,162978728,0.34681637165040846
161388967,117170051,0.32546509363492754
161388967,77305646,0.3062412147946328
161388967,12376571,0.3028791279589341
161388967,161452107,0.2986521999484342
161388967,117175566,0.2952377509184459
35721604,36277508,0.6771645356069026
35721604,57814512,0.5568650221150965
35721604,105829827,0.5507952926346229
35721604,105791713,0.5473790406327296
35721604,592191,0.5235250805907136
35721604,7137433,0.5164325772073095
35721604,57044916,0.45607175697124835
35721604,435870,0.446155497613013
114323935,158221265,0.5565208469587776
114323935,156263376,0.4418743019625134
114323935,156264631,0.43771934141248664
114323935,91925462,0.4148766168531503
114323935,90781956,0.41454223150666925
114323935,162910978,0.36650355018179825
114323935,161469769,0.3583626268504155
114323935,105119979,0.3450310282646369
140843593,110686387,0.9920704041795929
140843593,108470934,0.6873317936229092
140843593,3278949,0.6743374297480682
140843593,72824395,0.6639511532706195
140843593,16966885,0.6509912937355333
140843593,19395453,0.6497890256751789
140843593,86139384,0.6471185277254864
140843593,135501110,0.6308406125499832
122692850,122700651,0.5809115336035107
122692850,73550275,0.48974801527731426
122692850,104110135,0.4333405794224599
122692850,52668647,0.3753062786620917
122692850,1398733,0.3357073454594003
122692850,115543241,0.3258680219341892
122692850,163167926,0.28722330510453364
122692850,54145105,0.26397682745051804
135266139,135228421,0.4884089536421069
135266139,113920312,0.3505141350709776
135266139,160434731,0.3312575690096869
135266139,121059239,0.300135916991134
135266139,74034401,0.27914543547893994
135266139,160638488,0.27893381945380497
135266139,162593229,0.2647502686709325
135266139,162593286,0.2647502686709325
162261734,160753993,0.3664011663184265
162261734,160295063,0.33892557341695506
162261734,161393848,0.3303652978586507
162261734,631034,0.3139382700860083
162261734,33785195,0.3059205776792041
162261734,162343193,0.3023630873143147
162261734,162590584,0.28898416771713586
162261734,460371,0.28665424550640806
55052995,162777549,0.6260563039117809
55052995,163408960,0.4822139553712135
55052995,104441370,0.33427231246267225
55052995,31276345,0.3204255810069216
55052995,75701561,0.2665621661891268
55052995,145076664,0.20832787045012363
55052995,162101247,0.20776559982262238
55052995,467912,0.19908446728429535
4701559,3480333,0.5190775753537792
4701559,54716577,0.4880697903704059
4701559,31252905,0.38124209679625753
4701559,69672427,0.3782210384013001
4701559,108555332,0.327759969369651
4701559,2153235,0.3112973040411898
4701559,134581992,0.3032905606464223
4701559,11488920,0.30138640026732383
161509477,27734085,0.8652921366282968
161509477,160874895,0.5757554263324086
161509477,97049754,0.5716867896821867
161509477,161887054,0.24406050524244421
161509477,54031203,0.18785946550506116
161509477,54031205,0.187252673659465
161509477,67516570,0.18313071985654408
161509477,162149341,0.18194884626798125
115543241,52668647,0.5266347862371643
115543241,1398733,0.5022438868889336
115543241,163167926,0.49514226373634235
115543241,54130086,0.46587909990139614
115543241,53789448,0.4554892827826248
115543241,73566076,0.4168324164484663
115543241,119195755,0.4168237688817473
115543241,160219754,0.37800935105882827
44891452,36185438,0.9756711718587454
44891452,53116171,0.6272688817319529
44891452,117002224,0.4159567605370977
44891452,117002314,0.33655805036751535
44891452,117002221,0.2987201398913786
44891452,11345052,0.27085978663660437
44891452,133808448,0.24175045079322863
44891452,5809895,0.23783871053679903
78280123,78280986,0.4160623471360128
78280123,78280253,0.38102542173843423
78280123,460943,0.3777064980999549
78280123,169522868,0.34823371373895745
78280123,116447512,0.2314686801652272
78280123,145764287,0.2247552762443008
78280123,52216316,0.20754030549479857
78280123,116424109,0.20550371426318367
163148968,163148892,0.583703830684593
163148968,124635780,0.4481341545396447
163148968,161494490,0.39329918120590457
163148968,134790633,0.3840607706863687
163148968,134789707,0.3840607706863687
163148968,163148914,0.38028231541622065
163148968,115832681,0.3779756799240676
163148968,126146318,0.3639049057545416
134314996,143417917,0.424438425895938
134314996,75828544,0.38543059014147196
134314996,107630504,0.3689745103024671
134314996,96935359,0.36167404822251625
134314996,118080091,0.35683708296656347
134314996,114193747,0.3520597632695903
134314996,149684948,0.3456170974891654
134314996,162619081,0.335108808388089
161498236,160753993,0.3734845015977363
161498236,125864762,0.3271341565941591
161498236,33785195,0.3215564188291153
161498236,161393848,0.318809162947508
161498236,2791853,0.30960853774726504
161498236,160929920,0.30951565572422973
161498236,117147635,0.3053590510411142
161498236,460371,0.30332189084151967
31824414,58601415,0.5958993436091841
31824414,26113983,0.35785817981482143
31824414,39270391,0.2896733534746825
31824414,50308042,0.26066318258770316
31824414,57793181,0.24610520869281596
31824414,97603779,0.23413045058888524
31824414,14758377,0.22765693946876245
31824414,86797944,0.2217560646877398
86302969,101935162,0.8892576270587842
86302969,86037931,0.8118250522391767
86302969,101639788,0.8118250522391767
86302969,86099587,0.8093885758742344
86302969,101935461,0.7360727205664506
86302969,101455618,0.7259589550330803
86302969,105118171,0.528061489505409
86302969,105119979,0.508196163575616
73157319,52785519,0.5627002317464125
73157319,52696541,0.48726769396148256
73157319,52696677,0.48726769396148256
73157319,52695829,0.4820960132666377
73157319,72748642,0.44936562516997713
73157319,62723100,0.4294604015950486
73157319,65439708,0.4270584932888138
73157319,16966891,0.42547492249099206
141123982,141345264,0.9678179707158189
141123982,141096009,0.655048144005487
141123982,160991773,0.3821153214741246
141123982,103234177,0.38197114932599896
141123982,115552983,0.3735356034482694
141123982,161408829,0.370382120933809
141123982,162978654,0.35771978275485083
141123982,130452631,0.35472707184831714
162213461,161026892,0.7712106032630889
162213461,160883995,0.40632009989212714
162213461,140464696,0.36004980268078907
162213461,163000642,0.33912423784399975
162213461,163563715,0.3266017949732822
162213461,122708249,0.3211433990483158
162213461,52339542,0.3136131524379992
162213461,100165730,0.305599490425248
108938432,26772415,0.5688245911237023
108938432,163712997,0.4574023853852679
108938432,162521885,0.42846814282004514
108938432,161667607,0.3610764184240153
108938432,430680,0.35064903076391507
108938432,59084364,0.3383460889342685
108938432,163021464,0.30270531776316206
108938432,161456095,0.283797547108842
135477394,49232078,0.7499919074254092
135477394,84705786,0.7119092463788183
135477394,161245275,0.2654398408584224
135477394,155419375,0.23488979131834026
135477394,149148871,0.23277247019006816
135477394,161029300,0.2072997042629208
135477394,460943,0.19756787513947718
135477394,58804363,0.19499294220319127
73526891,108888574,0.35915593244793126
73526891,146364791,0.35239774601563334
73526891,146365404,0.3483157885315771
73526891,72882726,0.3318534389510868
73526891,108889353,0.3162414676139392
73526891,125753416,0.3043009644743078
73526891,125753291,0.3010742025069894
73526891,34942696,0.28649796676487144
45209285,44216153,0.7103094721269425
45209285,39839559,0.6562609374115637
45209285,73829670,0.49646009006644476
45209285,73378806,0.4358676631760292
45209285,97823773,0.4347175938883171
45209285,119194341,0.4100998198767205
45209285,32105143,0.36097804481922247
45209285,29601707,0.3425554100197815
162032794,73570874,0.45799367435224136
162032794,162020051,0.43822043288217255
162032794,72558439,0.4033090417153291
162032794,162036956,0.39352348166419454
162032794,53745830,0.3762079869267122
162032794,162460718,0.3736728013993215
162032794,112195685,0.3615532625422333
162032794,162341702,0.3504659633166679
163000315,88081909,0.5962913485394306
163000315,114193747,0.5939771079651888
163000315,96935359,0.5748620391415282
163000315,149684948,0.5326359885483953
163000315,99994626,0.5029134861200643
163000315,82947350,0.49513761351400604
163000315,162841499,0.4773457945790571
163000315,100897529,0.44808938456677166
123236071,123179966,0.9987070675897828
123236071,160266058,0.4537097115810098
123236071,161207583,0.4374122677670608
123236071,23831436,0.3891691451485354
123236071,23828819,0.38877018377596895
123236071,96391702,0.37488298006343734
123236071,162736044,0.3702324738598965
123236071,162736028,0.3697037576037069
52945747,72793524,0.748523507443707
52945747,120782190,0.6763793118989645
52945747,71291990,0.6016177594894975
52945747,72796676,0.577514913850614
52945747,72880512,0.5462243415837407
52945747,145764264,0.48154884366974093
52945747,54616399,0.3803176539155902
52945747,25325318,0.369892666164653
111034607,68360302,0.6956581793067133
111034607,68960518,0.569652938037387
111034607,68959295,0.5646154232504104
111034607,114949758,0.5546530853032859
111034607,114948461,0.5542900379345306
111034607,114569607,0.5542657801947426
111034607,114948721,0.5542657801947426
111034607,113990233,0.549842603966612
112331542,137951009,0.3352974657862639
112331542,162595641,0.09763435801092005
112331542,112331134,0.08716773148430881
112331542,77729571,0.08615828510827742
112331542,5986499,0.08518053820155191
112331542,161493478,0.08443168622132655
112331542,129937275,0.08285260197470436
112331542,51510460,0.07937565284766003
162562987,44317897,0.3947548795748078
162562987,55060248,0.3683430776288592
162562987,160941642,0.35581336692216536
162562987,145680551,0.3534287028828819
162562987,9730171,0.35160273695071714
162562987,162210555,0.3487499904635024
162562987,149684948,0.3477376682697576
162562987,7599073,0.34579268364109633
59201403,109711257,0.6758893745682782
59201403,125393262,0.42589530310412504
59201403,31587832,0.1768087461345178
59201403,31581454,0.1689995229318349
59201403,55576262,0.16721826837105433
59201403,26139481,0.16604570121953519
59201403,22158748,0.16357041974308115
59201403,26139654,0.16316465949790054
84859632,47101594,0.5767210715375277
84859632,83419097,0.5715215824174017
84859632,83419091,0.5528862626994613
84859632,121268308,0.5504998645989897
84859632,161618612,0.5452439685199016
84859632,87572935,0.5405596728652228
84859632,47126547,0.5329613521471699
84859632,47624195,0.5215189880229009
97036830,122384619,0.43009720447115457
97036830,855600,0.36420944896058793
97036830,4897521,0.3377258165910376
97036830,166320772,0.3327873571910419
97036830,96224276,0.330574338961412
97036830,91339731,0.32817400683756776
97036830,153920465,0.3281374651502587
97036830,72323571,0.32583976680364435
100540181,146288662,0.6549089381924363
100540181,161031148,0.48193143544927985
100540181,20063886,0.4386221644467849
100540181,2909275,0.30112900353859673
100540181,11126172,0.2604958485363909
100540181,19522394,0.2594357130689742
100540181,161619206,0.243072122945652
100540181,13327443,0.23292806991598608
15587886,50169101,0.3536692409843512
15587886,99322197,0.3321600260933381
15587886,128588764,0.301206358433829
15587886,5448935,0.296147574997193
15587886,105356858,0.2643069720749104
15587886,95183346,0.26408428133621803
15587886,136377296,0.26387604885973703
15587886,142996139,0.25715934277338864
115327627,112194920,0.5626462756850409
115327627,112195500,0.5533774859349708
115327627,122709431,0.5210325858143531
115327627,122707926,0.5041188450951463
115327627,115329964,0.5023605231544475
115327627,122709172,0.4816629038754403
115327627,122707699,0.4603447354922492
115327627,115328186,0.4317032618421172
163546634,122707699,0.43576166231889
163546634,73776544,0.4356766566309936
163546634,73776391,0.409938069280107
163546634,73776519,0.4017502436873801
163546634,163148910,0.3987441718313987
163546634,73776290,0.3941935851960686
163546634,73776249,0.38411964288481754
